user_name,user_location,user_description,user_verified,date,text,hashtags,source
Finding Languedoc,"Aude, Languedoc, France",Ted & Jemima in #Aude #Languedoc #Occitanie #France. Lots #news #culture #event #info #podcast #job for #Carcassonne #Narbonne #Lezignan #Castelnaudary #Trebes.,False,2021-08-17 14:00:17,"Carcassonne - Health pass in cinemas: up to 60% loss of activity (Finding
Languedoc). The Méga CGR and Colisée CGR cinemas speak of a ""disaster"". #Aude
#Occitanie #France Carcassonne - Health pass in cinemas: up to 60% loss of
activity (Findi... https://t.co/Nga7CrHvPP",,Microsoft Power Platform
Deputy Dawgly,,Dawgedly determined,False,2021-08-17 13:59:04,"Volunteering As a Jab Lab-Rat Earns a Vaccine Pass!
UK COVID-Vax Min. Zahawi says it doesn’t matter if Novavax trial participants have “HAD THE PLACEBO or the VACCINE”, “they’ll be considered as FULLY VACCINATED” in the UK &amp; “will have their VACCINE PASS”
https://t.co/aoHyfufj7p",,Twitter Web App
Ian,,"#CofRed #BlueJays #Roughriders #TeamCanada
also interested in tech and politics",False,2021-08-17 13:57:50,"@R_J_Hodgson @davidakin What changed?

""COVID-19 updates, July 13: Canada doesn’t plan to make vaccinations mandatory, Trudeau says"" - Andy Riga - July 13, 2021
https://t.co/eC2dzPQnCI",,Twitter Web App
Jamie MacKinnon,"Ottawa, Ontario","Writer, citizen.  ""And now, her ardour / poised for flight.""",False,2021-08-17 13:57:46,"@fordnation @AMOPolicy Ontario “together” does not include aboriginals, environmentalists, LTC workers, nurses, residents of privately-owned LTC facilities, vaccinated Ontarians who need a vaccine passport, and folks who can’t or won’t spend $1,000 to gain access to their Premier.",,Twitter Web App
yellow connasse 🎗🖐☝️💉💉🕯🍎,Hong Kong,🇭🇰🇫🇷• hk born and raised • #StandWithHongKong • 我哋真係好撚鍾意香港,False,2021-08-17 13:57:31,I FINALLY GOT MY PASS SANITAIRE https://t.co/Sm2uCuOheM,,Twitter for iPhone
Brian,New York ,"Youtuber, Blogger, and Music Journalist. I'm a Video Gamer, Sports fanatic. Also a music lover. Agent 700.",False,2021-08-17 13:56:33,For some reason this Vaccine Passport app isn’t working for me.,,Twitter for iPhone
David Veevers,"Sussex, United Kingdom","Historian of the early modern British Empire; @QMUL; hiding from my kids, shh! New book out 2023 with @PenguinUKBooks @EburyPublishing  / agent @DonaldWin_",False,2021-08-17 13:55:28,"@NotFascists @_hiero *anti-vaxxer detection software engaged* Oh, hello. Can I interest you in a vaccine passport?",,Twitter Web App
first direct arena,Leeds,"The major entertainment venue located in the vibrant city centre of Leeds, hosting live music, comedy, entertainment shows and sporting events.",True,2021-08-17 13:55:00,"@ben_rose7 @rickygervais Hi Ben. The accepted forms of proof are listed on our website below.

You report the result of the test, and you can show the result via the NHS COVID Pass app, or via SMS/email;

https://t.co/cloTobK6qw",,Twitter Web App
Pete Carroll Music,Scotland,"Self Produced Songwriter, Composer, Guitarist, Vocalist. Websites-Video Creation-Photography.",False,2021-08-17 13:54:06,"Wait till September, your Furlough stops....your shiny new Health Pass (social credit app) will issue you with Universal Basic Income...then YOU WILL have to do as your take/take what your told (serums) or your UBI will be stopped !!",,Twitter Web App
Tony Daltorio,Tweets are my personal views,Financial Markets Expert and Writer,False,2021-08-17 13:54:04,Macron eyes victory over Covid vaccine pass protesters https://t.co/7gGiPlWjLD,,Twitter Web App
Okoist,,"Ok, why?",False,2021-08-17 13:53:36,@johnnydollar01 I assume Tucker has something to say about Fox News' vaccine passport/mandate. Or is he going to ignore that?,,Twitter Web App
Travel'n Man,"las vegas, nv",Keeping the Travelers Informed and Entertained - Curated Travel News and Updates,False,2021-08-17 13:53:14,"Do I need a vaccine passport to travel? The answer is no – for now, anyway https://t.co/qyqCcSpPCi #@usatoday #travel",['travel'],SocialPilot.co
FOX 47 News,"Lansing, Michigan","FOX 47 News ""In Your Neighborhood"" showcases mid-Michigan through the lens of a lifelong local with the curiosity of a tourist.",True,2021-08-17 13:52:13,"The Las Vegas Raiders will require all attendees at home games to show proof of COVID-19 vaccination through CLEAR’s free mobile app and Health Pass feature, allowing fans to attend games without wearing a mask. https://t.co/yI3QTZAgmh",,SocialNewsDesk
spectre,The moon,operation dark winter,False,2021-08-17 13:51:59,@erinotoole @PierrePoilievre No parent in Canada right now facing the possibility of having to pull their child out of school because of your need to inject everyone with an experimental mRNA shot is going to give you their vote well you tow The vaccine passport line,,Twitter for iPhone
Paul,"Bournemouth, England",Proud member of @iww. Bookworm. He/Him,False,2021-08-17 13:51:23,"@NHSNSS hi there!

I’m moving from England to Scotland next month- will my vaccine passport on the NHS app here be valid in Scotland once I move?",,Twitter for iPhone
AHF,United States,"""Those who believe in telekinesis, raise my hand""  Kurt Vonnegut.",False,2021-08-17 13:51:06,"""Emmanuel Macron’s Covid ‘health pass’ tyranny reveals the true extremism of globalist faux-centrism"" (Clark):",,Twitter Web App
spectre,The moon,operation dark winter,False,2021-08-17 13:51:03,"@erinotoole @PierrePoilievre If you want the silent majority to give you the conservative vote, you need to come out completely against all forms of vaccine passports and discrimination I will not give you my vote if you want a vaccine passport I’d rather burn it",,Twitter for iPhone
Adrenalin Addict,London Paris Montreal Glasgow,"Boxing, MMA, gadgets, motorbikes, new science, medical world, NHS, tech innovation, militaria, politics",False,2021-08-17 13:50:55,"@AHart1974 @BernieSpofforth Good contact of mine in NHS policy unit says UK gov tested , legally, a vaccine passport.
It’s a no for now.
Simply being talked about to encourage the rest of the pop to get the jab.
Stick versus carrot.",,Twitter for iPhone
KCR 🐕🐕🐕🥂😷🇨🇦,Canada,"First dose of AZ, dogs, walks, marketing, foodie, wine, laughs #TeamTrudeau #VoteFordOut2022",False,2021-08-17 13:50:17,@WaytowichNeil People seem to be forgetting that the federal vaccine passport being worked on is for International Travel. It will be used in provinces by businesses with inept premiers but that's secondary to its purpose.,,Twitter for Android
French Embassy UK,London,Official Twitter channel of the French Embassy in the United Kingdom. Follow Ambassador @AmbColonna. Consular queries: @ConsulFranceUK,True,2021-08-17 13:49:16,@RhiannonCThomas @BritishinFrance 7 days - more information: https://t.co/mmI2fUXeOR,,Twitter Web App
Then24,,"Get the latest in Politics, Local, Crime,  entertainment news, celebrity gossip, movies, TV shows, videos, photos and more on #Then24.",False,2021-08-17 13:48:49,Anti-health pass mobilization: a movement that seeks to last (VIDEO) https://t.co/MASimxZhLJ,,WordPress.com
Stephanie Saltford 💙,Somewhere in England,"Double-jabbed, chocoholic editor. Self-exiled Londoner.
Ay up me duck!",False,2021-08-17 13:48:47,@AlanGWardrop Don't think he'll be going far if he tries to use that card as a vaccine passport.,,Twitter Web App
J.M.M,Internment camp Australia,Pro freedom of speech. Previously proud Australian. Anti Covid rhetoric. Cynic. Otherwise friendly,False,2021-08-17 13:48:42,"@CountryGardener @MAVERIC22440705 Vaccine passport than will end up as a social id card. Similar to China's. It will contain credit information. Medical and work history, education, fines. Pretty much everything.",,Twitter for Android
alzer,"Dublin City, Ireland",this app is full of wankers . I may be your wanker,False,2021-08-17 13:48:02,Did any af those afgans have a vaccine passport,,Twitter for Android
MoIhatehimhamed,,You are here because you find me annoying and are trying to call me out for something completely unrelated stay mad 🤡😂😂😂😂,False,2021-08-17 13:47:58,@twiterkingfact @Fre3domFlghter @its_menieb @POTUS what is a vaccine passport?,,Twitter Web App
N A,"London, UK","An Award Winning British SME Director. Enabling Excellence. A kind hearted Londoner! Interested in the UK/EU Politics, Economy.RTs are RTs no more or less",False,2021-08-17 13:47:20,French shopping malls to require COVID-19 health pass - Reuters UK https://t.co/kqCGEd089c,,Twitter for iPad
Legislature Bot,,,False,2021-08-17 13:47:11,"Vaccine Passport and Voter ID Harmonization Act
Read twice and referred to the Committee on Rules and Administration.
https://t.co/HPf8QDRnhG",,Legislative Process
✝️🇺🇸Student of the Game 🇺🇸✝️,,Stocks and Politics. That’s it. John 3:16.,False,2021-08-17 13:45:14,@WilViaje @disclosetv These are the signs that point toward the mark. It he vaccine passport may not be the mark but could it be a precursor to  to come?  Absolutely could be. God will not be mocked.,,Twitter for iPhone
Matt,"Boston, MA",Founder @AgoraSTK Tech enthusiast primarily interested in crypto and AI but also green tech and space. Background in math and econ. Infinite growth,False,2021-08-17 13:44:19,@ShitronsWifesBF @TheEliKlein @joerogan A government mandated vaccine passport + id law for entry into a restaurant is exactly that…,,Twitter for iPhone
Rigs,"Denver, CO",Former Collegiate Athlete.,False,2021-08-17 13:43:13,If you participate in NYC vaccine passport you’re a bitch,,Twitter for iPhone
gary de barr,,,False,2021-08-17 13:41:51,@chrissaccoccia1 Good man chris   in Denmark  everything  has been stopped  vaccine  masks vaccine passport  ex ex  1000% stop   xx,,Twitter for Android
Fred Seitz,,,False,2021-08-17 13:41:24,"Finally, an article regarding Covid vaccines,masking and breakthrough infections that makes sense to me.  https://t.co/MNxt3QbAAb",,Twitter for iPhone
Kevin Bivens,,,False,2021-08-17 13:41:12,Follow Your Nose to Herd Immunity by Michael Segal https://t.co/WV83SIhJE4,,Twitter for iPad
NoMoreMasks SteveJ,,Yeshua is the creator and savior. The good news of the kingdom of God.  MAGA4EVER. Patriot and passionate. USNvet,False,2021-08-17 13:40:49,@talkofct   This is about covid passport https://t.co/gMAeik1jYx,,Twitter for iPhone
"Tami Burdick, Author","Cincinnati, OH",Author. Environmental Illness & GM Survivor. Keynote Speaker. Health/Fitness. Influencer. Trainer. Franchise Guru. Functional Medicine Fan. Extrovert. Foodie.,False,2021-08-17 13:40:37,@therealmissjo People just need to not give in to this nonsense and eventually they're going to be forced to say yeah we're going to withdraw on the vaccine pass...,,Twitter for Android
BioUnit,,"Human livestock pushing back

Pronouns: I have a penis, figure it out for yourself.

Retweets/Likes do not necessarily imply agreement or endorsement.",False,2021-08-17 13:39:57,"There you go, sheep. The lie slipped out. ""Different rules"". The real ""game changer"" for these a$$holes isn't the ""delta variant""; it's the ""vaccine passport"".

#nzpol #auspol https://t.co/W8OZnRzlfy",,Twitter Web App
MSN Australia,Australia,"The best stories from news, sports, money, entertainment & more, hand-picked by editors. #MSNAU",False,2021-08-17 13:39:26,Vaccine passport ‘has already appeared without a single vote in parliament’ https://t.co/tjjQ8Fa3UJ,,OxfordBlue-Twitter
The Blue Roof,Eastern,The place for South Korean politics. Subscribe to TBR newsletter! https://t.co/VzqAydz3xe,False,2021-08-17 13:39:10,South Korea is preparing a blockchain-based COVID-19 vaccine passport. https://t.co/LPMepx9TsV #TBR,['TBR'],twittbot.net
Denver7 News,"Denver, Colorado","Updating #BreakingNews, #cowx & Denver and Colorado headlines from Denver7 & https://t.co/LyoHBHH45O. Got a news tip? Tweet us or call us at 303-832-0162.",True,2021-08-17 13:39:00,"The Las Vegas Raiders will require all attendees at home games to show proof of COVID-19 vaccination through CLEAR’s free mobile app and Health Pass feature, allowing fans to attend games without wearing a mask. https://t.co/mFPH1izEfH",,TweetDeck
JuliaPoems,USSR,"“Soon people will perfect language technology to such an extent that they’ll be proving with mathematical precision that twice two is seven.”
Anton Chekhov",False,2021-08-17 13:38:23,"Businesses Are Refusing to Enforce France’s Vaccine Passport.Anecdotal evidence suggests it might have been one big bluff.
The point of introducing the system wasn’t really to enforce it,but merely as a means of bullying young people into getting the vax
https://t.co/cCBuobnOCd",,Twitter Web App
Ayanna,"Uptown,Baby. Uptown. NativeNYC",Black. Indigenous. Herbalist. Aromatherapist. Vegan.,False,2021-08-17 13:37:29,"I am PRO VACCINE *and* LIVIDLY Anti Vaccine Passport Mandate!

You are allowed to have several thoughts at once! Do not fall for the game encouraging us to RENOUNCE NUANCE, &amp; FIGHT AMONGST OURSELVES, while the Govt sits back &amp;ABSOLVES ITSELF OF RESPONSIBILITY TO PUBLIC HEALTH.",,Twitter for iPad
United Together Against Chronic Endocrine Ailments,,Anti boo boo,False,2021-08-17 13:37:01,@JackPosobiec Didn't have their vaccine passport?,,Twitter Web App
Common Sense Patriot 👊🇺🇸,"North Dakota, USA",T H E  T R U T H  W I L L  S E T  Y O U F R E E 🇺🇸 19D Fox Troop 2/3ACR Desert Storm Combat Vet - Brave Rifles!,False,2021-08-17 13:35:40,@ForTyranny @Mar10Alm I was referring to New York becoming first major U.S. city to introduce COVID-19 vaccine passport system,,Twitter for iPhone
Rick Cianflone,"42.144512,-88.139789","Ducatis Rule! If you don't know what a Ducati is, you don't know motorcycles!",False,2021-08-17 13:35:03,"Only 28% of blacks 18-44 are vaccinated in NY. That means, when vaccine passport law goes into effect, 72% of those Americans in NY will be denied service. If you think voter ID is racist, you must also think vaccine passports are racist.",,Twitter for iPad
